33.55,14554,167,488417
33.4,38468,341,1285986
33.5,20576,211,680516
32.95,15933,159,529474
31.8,38659,344,1239319
30.1,29447,210,910435
31.25,26793,264,830280
30.85,22439,183,695343
30.85,22770,162,706685
31.6,38295,281,1191398
33.2,10318,113,346814
30,28656,294,846926
29.2,25069,214,729132
30.5,3333,34,100739
29.35,13290,132,395236
29.05,15850,127,460611
29.25,15910,119,466007
30.9,27536,278,839274
31,27905,292,878693
30.95,19215,191,600330
31.25,11885,126,372512
30.1,18373,86,559092
30.8,4700,34,144555
30.3,8380,76,254895
29.5,12902,70,385902
28.9,9450,95,272441
27.25,23675,195,653003
27.2,10730,76,287457
27.05,18683,149,513214
27.55,5225,64,142147
27.55,9750,80,268865
27.55,4200,56,115936
27.35,5505,42,152031
27.55,5285,46,145354
28.55,13430,134,378042
29.45,20234,189,586996
29.15,7631,54,222393
29.45,29570,273,861511
29.1,9900,89,289174
29,8394,77,244091
28.6,4719,48,135892
28.25,3695,39,104397
27.9,9215,78,257840
27.95,6070,53,169630
28,7350,39,204390
27.7,5350,73,148765
28.55,19267,128,558352
28.95,14359,144,418688
28.65,13375,120,385368
28.3,6385,67,180967
28.35,5870,70,166640
28.7,6550,43,186210
29.15,10110,101,293607
28.6,7968,93,229346
28.4,10284,79,293449
27.7,5001,60,139950
28.05,7075,51,197238
28,1898,19,53313
28,6600,60,184260
26.15,30249,223,773872
26.3,15600,97,409266
24.9,13382,153,331675
22.2,27174,197,599967
24.3,21455,140,506916
23.9,27951,164,689152
23.55,11700,62,275956
24.05,23947,209,581450
24.95,24866,172,614578
25.35,7725,54,196150
25.15,19600,111,486272
24.95,14716,95,363465
25.4,12144,68,306544
25,3280,29,81239
24.4,7485,55,183576
24.5,4011,46,98279
24.6,6134,67,151249
24.2,3809,30,91536
24.4,4196,48,103033
23.55,10815,54,257912
24.25,5350,56,130518
24.2,5524,58,134775
23.9,3490,36,84131
24,12700,100,302730
24.3,6951,45,168925
24.45,2970,18,72679
24.35,4076,31,99047
25.25,20608,147,523238
25.7,16914,127,436307
26,86464,697,2355722
26.3,49660,310,1312934
27.3,23948,209,652054
26.65,15827,162,425664
26.55,7166,65,190299
26.8,7951,46,213069
26.65,13614,124,364431
26.6,12634,132,336534
26.95,12971,68,350226
27,11260,95,304642
26.9,6340,64,170820
26.9,5150,43,138618
26.7,6500,47,175205
26.9,5620,49,150679
26.95,10398,72,281077
27.1,11545,89,313087
28.9,36259,289,1021940
28.75,32234,223,940143
28.9,11701,105,339990
28.8,16769,141,484815
28.05,18560,136,525091
28.35,20743,125,595652
27.95,26173,139,741872
27.55,57310,262,1619746
27.85,22224,139,617586
28,14706,109,412507
27.55,10280,98,285075
27.5,20722,126,570470
27.95,19810,110,548482
27.5,19596,89,535693
27.75,21122,79,584340
28,22432,143,627174
28,26699,128,746029
27.3,21350,99,589757
27.05,38572,193,1064511
27.5,22891,108,630785
27,8285,69,225170
27,11220,57,302054
26.35,16704,122,443753
25.4,20544,97,522795
25.55,22296,126,577539
25.45,25487,124,654739
25.35,8802,75,221830
26.4,8327,70,216111
26.25,6765,50,178998
26.2,4910,32,127317
27.35,17443,149,468612
27.3,26403,208,721596
27.7,18655,119,512458
27.15,17783,88,487221
27.05,16331,58,461676
26.9,6935,51,187070
27.15,14839,121,401019
28.25,39534,257,1125077
28.5,13506,107,383080
28.2,8914,97,252874
28.5,22885,175,651591
28.75,13919,116,396230
29,17031,113,492974
28.95,21417,197,622508
29.15,13603,112,396087
30.1,41048,314,1237425
30.6,29213,241,887520
29.8,23549,206,713805
29.7,10666,94,318345
29.3,13973,108,410088
29.1,2606,32,76727
29,6645,69,193659
31.4,46862,321,1438022
31.7,67376,527,2163227
34.15,123756,730,4155211
31.95,77586,450,2542126
32.85,33382,302,1081931
35.25,79940,732,2793609
36.15,81911,661,2985727
36,55468,422,2014366
37.25,45816,410,1685800
38.6,127663,946,4955864
41.35,275192,1829,11969344
38.1,124120,973,4898680
39.25,83474,804,3253684
42.7,334468,1838,14140397
43.75,198804,1318,8668884
44.4,141631,1078,6269959
42,74756,586,3227828
40.2,66684,583,2726769
36.9,226944,1663,8894647
40.55,78536,540,3094891
39.7,51006,430,2055798
40.25,86003,505,3448521
40.1,82931,700,3383324
40.65,58656,483,2404946
40.15,34117,230,1373353
39,19435,181,767877
37.9,25330,225,972203
37.8,15600,146,590942
39.15,11219,102,437913
40,17470,178,692402
39.1,17989,184,711422
38.05,79135,279,3051157
37.15,17057,171,641000
37.85,14555,105,552397
37.05,19153,149,711146
39.4,26442,294,1021429
38.4,26728,234,1052172
39.9,19773,154,774546
40.6,88792,626,3658772
39.85,54253,426,2207601
38.55,19893,148,781241
39.95,27252,190,1076387
40.25,18710,122,744978
40.2,17730,158,713553
39.15,12637,92,494282
38.45,10454,112,408061
37.95,29910,225,1133699
37.5,24296,160,913074
37.75,18140,139,687745
37.4,11150,100,420049
37.65,5985,78,226827
37.75,8680,84,327310
37.2,10125,75,380993
36.25,78265,308,2873084
36.8,13453,98,495068
37,7397,68,272547
37.15,18661,133,696870
36.75,9742,99,362049
36.8,27980,141,1034005
37,18750,102,692970
39.8,179105,735,6947966
40.5,177401,1157,7247904
41.6,135055,891,5607494
40.6,45789,373,1868538
40.15,36799,304,1482133
40.05,30917,246,1245996
40.1,29580,202,1185834
40.95,49386,390,1992604
40.7,38420,326,1576254
39.25,33703,225,1348882
38.95,19015,185,743069
38.9,35252,248,1373377
36.1,31221,215,1146854
33.25,30174,242,1014504
33.85,47585,402,1599267
34.65,9796,85,337208
37.25,27516,192,1005912
37,8577,98,317271
35.65,9872,101,356123
36,11606,119,417262
36.15,6500,66,237106
35.9,7524,63,268658
36.7,5100,54,186213
37,7760,76,286542
38,34794,266,1308006
37.45,15771,168,598245
37.9,16836,131,633633
37.45,8404,64,315827
38,25049,190,953416
40.05,64481,407,2568889
42,196803,947,8428632
40.75,34603,336,1426704
41.85,26967,247,1132649
41.4,30326,233,1268291
40.45,27706,224,1131600
40,17909,154,719062
39.9,28679,302,1158752
40.1,10514,139,425594
40.25,17258,117,688179
38.55,11282,139,436395
39,6572,57,255906
39.05,7435,71,290422
38.35,23775,231,914960
38.35,25046,198,961078
38.6,20819,157,808213
38.95,18997,153,741369
38.95,56562,415,2213002
39.5,96873,606,3858165
41.3,124815,829,5146065
42.35,261881,1892,11130188
40.05,525322,2828,21736780
40.4,44258,445,1785771
40.3,68701,418,2755297
40,58686,294,2351845
39.2,18474,169,725501
39.4,20735,160,824564
39.4,14815,144,585236
38.15,9026,103,348469
36.75,56928,412,2103256
36.45,15376,168,561252
36.65,13670,128,501720
35.65,30916,177,1106940
34.7,26097,220,889956
34.3,14285,155,496803
34.65,30331,165,1031714
34.5,20980,185,737666
35.5,12939,96,451508
35,58561,210,2050203
34.85,7751,65,271179
34.85,10350,61,361527
34.55,23780,169,843980
35,56695,221,1984143
34.6,10216,63,358820
35.15,6033,61,210459
35.05,3107,35,108612
34.85,22018,85,770689
34.8,2875,36,100211
35.05,7105,48,248181
34.95,5308,48,185614
35.1,28927,137,1017447
35.65,15712,70,556514
36.35,7741,79,279224
36.3,75639,644,2844586
35.8,19417,119,703731
35,27675,187,970664
35.05,14865,146,521715
35.4,14219,111,510343
36.25,29092,166,1047329
36.15,19202,124,689607
36,6415,68,231528
35.9,12581,142,452631
35.65,5960,72,212673
35.7,8753,83,312067
35.75,6863,74,246027
35.7,2598,44,92962
35.1,4345,65,153458
35.1,7182,54,252048
35.25,6192,49,217717
35.05,15088,88,528785
35.4,7444,55,261675
35.25,22166,79,780115
35.5,69981,140,2487138
35.35,3463,38,121834
35.35,16033,52,565224
36.1,8936,58,319176
36.8,19138,178,702985
36.25,6847,86,248022
35.95,12446,124,448148
36.05,46400,72,1683138
35.95,5421,35,195475
36.05,13233,95,477715
35.95,15786,115,568937
36,21560,21,775233
35.95,6028,39,217324
35.95,3090,26,111122
36,23956,74,862456
36,7935,55,285814
36,26733,82,961856
36,14400,59,518486
36.05,8348,88,300646
36.05,9400,37,338554
37.95,121733,931,4559777
36.05,74691,606,2704757
36,88545,148,3187362
36.4,6635,65,240869
36.85,13385,77,489601
36,17139,125,624428
36.05,15149,88,547280
36.2,4910,39,177027
36.45,25689,119,935869
36.35,4390,36,159512
36.65,5778,41,209640
36.9,15382,134,568292
36.25,2040,13,74599
36.2,2607,24,94622
36.1,7346,84,267028
36.15,10425,42,376938
36.35,6701,63,242883
36.6,4670,82,170887
37.15,16048,124,592581
37.75,21701,203,816280
38.1,23755,157,902399
39.15,67844,397,2668899
39.1,24789,149,971825
38.8,19634,156,766785
38.25,10823,75,416231
38.75,16458,179,641696
38.55,13681,123,527214
38.1,5702,48,217176
37.85,210213,478,8021289
39.4,63642,426,2508870
39.3,85562,531,3442468
38.8,15981,97,621341
43.75,316725,1356,13126861
43.8,466324,2812,20503009
44.6,243824,1334,10855498
44.5,201050,1240,8906580
44.15,98610,520,4303120
45.6,230918,1383,10385373
44.2,120031,800,5309149
44.15,95517,494,4196710
43.15,66106,484,2883764
43.35,106334,605,4601147
43.35,46165,353,2045783
43.95,52515,384,2327274
44.25,79420,426,3490343
44.8,130927,415,5850628
43.55,59958,385,2631325
42.8,20942,171,906304
42.05,28242,233,1200677
41.9,14620,128,614957
42.05,34148,301,1430549
43,23619,203,1009209
43.2,41363,285,1792132
44.7,206664,978,9248251
44.2,81299,626,3634364
44.35,58391,326,2585513
45.2,94684,618,4255956
46.25,408837,2820,19215720
44.55,93472,819,4244490
44.9,51634,494,2319298
46.05,83358,721,3829735
45.4,88767,661,4081036
46.55,101546,1013,4732452
44.4,43748,411,1979040
42.9,35136,296,1518964
42.8,31500,303,1333204
42.1,23883,226,1025148
41.6,18692,152,786313
42.35,30019,324,1256532
42.4,24872,177,1051981
42.05,25282,200,1065397
42.2,20428,124,859522
42.9,38093,364,1615944
42.2,12137,138,514740
41.9,13691,117,575170
41.4,18004,159,744897
40.75,10891,89,445279
39.5,8752,101,348842
41.55,25126,223,1030470
43.6,133858,900,5798860
43.5,53945,421,2332413
44.1,45743,421,2027205
44,27762,236,1216974
44.75,28320,370,1271297
43.75,48642,361,2132302
42.75,22189,217,952471
43.05,16595,168,713507
43.05,38688,302,1679746
44.3,76859,609,3403750
42.85,53996,396,2330474
42.05,18341,181,772196
42.05,11681,147,489273
40.95,22150,201,903183
39.5,21976,169,867448
40.15,25968,188,1020830
39.85,11154,134,444994
39.1,9704,107,379524
40.9,25141,195,992649
39.35,36708,188,1472375
40.5,22051,187,889265
40.55,9937,85,404534
40.9,4129,47,168712
39.9,14671,134,589093
39.6,16984,68,671154
39.75,12169,159,484858
39.55,4466,52,177638
40.65,17799,364,720625
40.15,10392,129,414569
40.35,11600,175,465334
39.95,13071,150,527034
39.75,13285,92,530795
40.6,32497,307,1312270
41.6,39189,362,1630208
43.4,70486,538,3034362
43.55,58889,537,2598337
42.7,22278,197,959118
41.8,18347,166,776908
43.45,17081,265,732833
43.25,11707,118,503633
42.3,14054,148,592632
44.25,38677,314,1684004
43.45,132347,315,5756483
44,35429,359,1561749
44.4,39337,273,1723477
44.05,53142,506,2353715
44.9,97523,721,4417120
44.1,69306,553,3079945
44.35,167125,490,7516558
46.9,133341,933,6143310
46.65,165655,1349,7808510
47,195650,1245,9215666
44.8,115101,756,5159742
44.55,24512,211,1096504
44.75,30068,328,1346255
45.8,30961,248,1402025
46.45,58845,529,2745284
45.5,43005,375,1974484
46.7,84617,575,3904127
45.85,33392,234,1543017
46,793269,388,36497593
45.5,22669,180,1036460
45.65,25193,189,1155896
45.3,33155,258,1505435
46.65,80850,577,3769895
50.35,893916,2005,44259368
51.7,284806,2048,14916346
52.35,120354,976,6206790
52.55,187931,1314,9985779
52.25,140061,879,7486602
50.1,81035,581,4072899
50.7,58102,491,2954079
51,37943,316,1946468
49.4,72362,524,3640542
50.65,38214,310,1923892
49.3,34913,252,1726495
51,217354,1603,11332545
51.45,69511,541,3648227
54.05,138930,1028,7389004
53,119487,938,6453175
51.3,42110,306,2184140
52,61504,420,3170385
50.95,17749,217,914957
50.85,24457,226,1251608
50.85,18502,245,947519
49.45,34811,279,1746740
48.95,38087,262,1870519
49.7,38296,337,1917537
49.35,63385,328,3170501
48.85,29125,239,1432545
48.7,33640,279,1653149
48.15,47173,290,2291511
48.05,338826,267,16510793
57.65,438817,1379,24706581
53.6,341160,2238,19039652
64.15,725837,3413,44767551
62.95,729501,3960,48604516
61.35,196805,1366,12622381
64.2,352557,1896,22732540
65.2,391798,2439,25921310
75.15,817204,4742,59919051
73.1,344894,2809,25136257
74.15,236970,1727,17561007
72.85,377826,2597,28805286
75.25,253486,1888,18813452
74.6,209756,1496,15796265
72.55,202317,1598,14838328
73.45,134027,872,9840986
73.1,62853,572,4643551
78.55,592440,4184,46268339
75.4,137929,1060,10693023
80.9,300279,2146,23543388
81.3,180921,1430,14870995
80.15,99620,814,8079805
79.95,93223,630,7423179
82.15,139478,1009,11348167
78,109125,900,8726762
77.75,77790,599,6079497
76.9,252569,515,19315867
77.5,63441,546,4973332
78.15,100634,782,7796142
77.15,38377,369,2998564
76,59196,405,4539475
75.85,68439,563,5285636
74.65,98718,687,7350359
73.95,96873,640,7361015
74,77340,526,5741754
76.6,101972,687,7763892
76.15,62743,532,4755469
71.85,59961,478,4417487
72.4,50282,396,3661770
74.9,69271,530,5151257
76,53905,397,4082921
73.3,44694,316,3320431
74.9,37402,267,2784093
74.25,164729,969,12325043
75.05,101029,815,7737435
73.65,42248,302,3130055
72.45,52765,502,3861862
72.25,67646,541,4925242
70.75,36838,317,2640038
70.8,91883,685,6537477
69.95,98614,809,7036278
69.8,69730,437,4895972
66.95,35186,376,2375012
66.6,49056,427,3228584
69,34325,303,2351372
65.9,20339,211,1357730
65.3,30188,251,1981732
65.05,34510,330,2265758
65.3,34667,385,2252008
68,39159,338,2599498
68.15,24805,304,1678558
69.65,40043,345,2764059
71.85,75405,561,5388015
71.2,55906,401,4014619
73.2,56551,573,4105998
74.85,208094,1200,15576430
78.05,136323,1054,10604546
76.25,119145,979,9216647
76.6,42703,405,3270002
78.1,81982,648,6380678
81.65,159084,1453,12856500
84.05,135623,1054,11343470
83.05,102117,760,8489916
82.75,105225,788,8730574
84.95,92664,839,7857342
84.25,182299,1678,15504831
80.35,96485,825,7950258
77.65,53962,561,4269554
74.5,51950,521,3934827
74.7,42711,385,3209255
74.9,11560,154,863345
77.05,12682,156,981584
74.35,30841,287,2324173
75.7,20013,260,1513002
73.95,39314,448,2941159
73.9,20557,231,1533710
74.75,26095,253,1941989
73.95,48047,473,3617112
74.55,49716,499,3722290
73.25,28200,314,2087196
72.9,27633,278,2027328
72.2,25484,332,1851230
71.95,36878,357,2658165
72,39934,344,2882618
74.75,43835,523,3270620
73.95,35070,410,2626509
71.7,16615,183,1201638
71.85,6826,70,494971
72.45,45540,330,3297254
72.8,34571,296,2497285
81.7,376417,3213,30711112
77.7,224107,2024,17943442
76.45,48246,625,3653250
81.3,140530,1203,11341563
81.8,107447,1028,8917043
83.2,83060,750,6888935
83.75,94436,746,7938103
85.55,118598,848,10116649
95.1,546209,3816,50575696
114.1,513605,1906,57245824
116.5,1563685,11172,194138588
108.9,575100,4371,65835248
118.25,532125,4200,61067562
119.25,245943,1886,29335568
115.1,197341,1597,23024816
113.25,111311,1109,12718288
113.25,108461,1107,12413737
115.05,93125,713,10705315
121.65,338467,2560,40483773
121.65,208596,2169,25465413
124.25,213052,1923,26434618
126.05,141274,1295,17797255
132.45,550816,4666,74950180
135.75,265062,2561,35767097
132.8,107243,967,14323771
132.25,102109,943,13591596
137.05,141146,1390,19321989
136.1,249074,2432,34672755
135.15,66178,795,9016416
137.2,81870,805,11269345
151,398685,3599,58580199
143.25,217384,2145,32265752
141.6,173703,1529,25242049
138.05,92984,959,12990122
142.35,66176,692,9464041
144.4,91851,1177,13493239
142.2,58657,760,8360772
139.6,55154,659,7783929
142.15,79119,911,11440596
162.55,623361,5222,97450730
158.1,596100,4973,96816689
154.6,154274,2012,23739203
168.95,877972,7641,148024034
168.6,471166,4667,79377318
166.15,319476,2868,52954325
159.6,243118,2534,38817336
166.45,227520,2035,37914547
171.25,690079,5895,118447102
174,684056,5259,119383332
160.35,201569,2467,33752757
139.1,185458,2473,27891220
144.75,229774,2750,32846128
142.75,133273,1635,19445738
140.15,94153,1249,13275120
143.4,84422,979,12185255
158.6,398067,4285,61332232
153.1,130832,1954,20133386
150.85,100458,1470,15360955
150.75,82310,1191,12368412
150.95,46365,676,7047113
149.5,40245,538,6068905
148.05,48897,755,7279377
143,52801,782,7668178
140.7,124233,1357,17370942
136.8,58435,670,8085709
136.65,62598,827,8542285
135.55,33483,501,4619766
138.5,51038,785,7097948
140.5,105637,1152,14720773
139.85,45455,496,6372829
140.85,121992,1441,17450023
137.8,47609,714,6626498
136.45,37988,514,5229413
140.35,84331,927,11870866
137.15,44136,627,6101118
136.3,21838,327,2984360
136,27814,426,3789313
133.9,24805,384,3334394
132.1,58843,721,7980725
130.1,30968,483,4022496
136.15,85292,1043,11578667
130.4,62335,917,8311648
131.8,29729,439,3914569
131.1,56392,759,7508343
127.45,42807,737,5442087
127.3,24746,369,3153217
130.3,27566,455,3579672
137.6,67295,1014,9082523
143.25,77128,1106,11083145
141.95,51939,717,7546190
146.75,9438381,4983,1325172807
157.25,325803,4592,50230910
165.7,437596,5233,71112564
167.25,135584,1715,22881545
163.65,123486,2005,20236822
162.35,59198,844,9634508
158.1,101278,1145,16124376
159.75,94137,807,15039862
163.05,777644,812,126679136
159.95,93100,1182,15132134
163.8,55443,689,9037631
161.45,20084,334,3251757
163,1172538,768,191064907
157.75,50304,717,8027801
162.7,41359,475,6677497
163.4,49821,723,8240998
162,84983,770,13911863
155.2,43704,712,6840851
153.9,42852,656,6561461
159.75,176309,867,28166430
155.15,78840,1100,12606217
151.15,31636,446,4756929
155.55,27625,355,4287626
153.3,15439,335,2394066
155.45,46415,652,7185402
150.3,37417,545,5653762
145.55,36867,615,5377985
138.05,44455,645,6207765
143.45,58937,804,8455202
144.65,61819,717,8740155
131.95,102831,942,13687565
110.35,68096,625,7376376
121.6,50990,751,6095432
132.5,55964,727,7340457
132.9,63330,702,8513544
124,58896,1005,7333827
129.3,51257,807,6658130
125.35,22465,419,2829277
124.15,41162,585,5207221
125.65,137948,1717,17638604
118.45,116067,1236,13925625
107.6,55553,797,6042789
106.55,34130,598,3737832
110.4,28369,502,3111844
110.95,62193,2271,7072201
110.95,47553,583,5233325
115.35,55009,2163,6314109
120.2,75681,2616,8913821
120.55,64771,665,7794686
122.4,1100355,1245,129661191
115.75,65262,1046,7816857
115.6,38302,520,4409369
115.05,13351,264,1547646
115.05,15161,219,1758452
115.95,20052,382,2303268
118.7,53838,966,6406427
124.55,95507,1196,11748440
119.65,88554,1380,10905563
116.3,18014,439,2126623
115.65,24022,407,2766393
118.8,26366,462,3121398
123.55,30030,524,3677825
127.1,43029,770,5435459
129.6,34824,547,4436911
130.15,28675,543,3723604
130,17538,293,2275500
126.7,167733,2224,20412177
126.65,39664,638,4970448
124.15,21549,459,2737877
118.6,40296,566,4949459
121.65,29083,333,3511753
120.1,11277,246,1363206
121.5,19672,314,2377416
